"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"michalis vazirgiannis , yannis batistakis , maria halkidi","","validity methods cluster part","cluster validity methods : part i","dblp_a_188","sigmod record","2002"
"william l. gettys","","vldb transaction oracle processing rdb challenges directv","directv and oracle rdb : the challenges of vldb transaction processing","dblp_a_189","sigmod conference","1995"
"bharat k. bhargava , aidong zhang , marian h. nodine , omran a. bukhres","systems","multidatabase flexible atomicity ensuring relaxed transactions","ensuring relaxed atomicity for flexible transactions in multidatabase systems","dblp_a_190","sigmod conference","1994"
"avishai wool , henry f. korth , yuri breitbart , todd a. anderson","","exclusive replication mutually consistency practicality","replication , consistency , and practicality : are these mutually exclusive ?","dblp_a_191","sigmod conference","1998"
"hans-arno jacobsen , haifeng liu","system","matching subscribe approximate supporting publish topss","a-topss - a publish/subscribe system supporting approximate matching","dblp_a_192","vldb","2002"
"marco patella , paolo ciaccia","","distances metric approximate user defined searching spaces","searching in metric spaces with user-defined and approximate distances","dblp_a_193","acm trans . database syst .","2002"
"leonid libkin , inderpal singh mumick , latha s. colby , howard trickey , timothy griffin","","deferred maintenance algorithms view","algorithms for deferred view maintenance","dblp_a_194","sigmod conference","1996"
"stavros christodoulakis , nikos pappas","","heterogenous environment stream design development service client","design and development of a stream service in a heterogenous client environment","dblp_a_195","vldb","2000"
"wai fu fung , david sun , johannes gehrke","database","cougar network","cougar : the network is the database","dblp_a_196","sigmod conference","2002"
"david maier , peter buneman","databases data","find n formats panel exchange tutorial wo","the data that you wo n't find in databases : tutorial panel on data exchange formats","dblp_a_197","sigmod conference","1995"
"christian s. jensen , kristian torp , richard t. snodgrass","databases","timestamping effective","effective timestamping in databases","dblp_a_198","vldb j.","2000"
"dan suciu , yana kadiyska , wang chiew tan , mary f. fernandez , atsuyuki morishima","data","relational framework xml publishing silkroute","silkroute : a framework for publishing relational data in xml","dblp_a_199","acm trans . database syst .","2002"
"dimitris papadias , jimeng sun , yufei tao","","queries method predictive tree temporal optimized tpr spatio access","the tpr * - tree : an optimized spatio-temporal access method for predictive queries","dblp_a_200","vldb","2003"
"jennifer widom","","editor notes","editor 's notes","dblp_a_201","sigmod record","1996"
"yannis velegrakis , lucian popa , renée j. miller","","schemas adaptation evolving mapping","mapping adaptation under evolving schemas","dblp_a_202","vldb","2003"
"gang qian , qiang xue , sakti pramanik , qiang zhu","data","nd ordered indexing non technique multidimensional discrete tree spaces dynamic","the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces","dblp_a_203","vldb","2003"
"arvola chan","database","proactive multicast subscribe changes transactional publish","transactional publish / subscribe : the proactive multicast of database changes","dblp_a_204","sigmod conference","1998"
"jarek gryz , calisto zuzarte , parke godfrey","data","like exploiting query characterizations optimization constraint","exploiting constraint-like data characterizations in query optimization","dblp_a_205","sigmod conference","2001"
"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic","system database","interoperable metu","metu interoperable database system","dblp_a_206","sigmod conference","1996"
"a. a. diwan , s. sudarshan , sanjeeva rane , s. seshadri","","external minimizing length path techniques clustering","clustering techniques for minimizing external path length","dblp_a_207","vldb","1996"
"warren sterling","","bank knowledge national medical","the national medical knowledge bank","dblp_a_208","vldb","1998"
"vijay atluri , anupam joshi , yelena yesha","","editorial guest","guest editorial","dblp_a_209","vldb j.","2003"
"amihai motro , troels andreasen","systems","fqas query flexible fifth report answering conference international","report on fqas 2002 : fifth international conference on flexible query answering systems","dblp_a_210","sigmod record","2003"
"philip s. yu , charu c. aggarwal","system","personalization portal web automated","an automated system for web portal personalization","dblp_a_211","vldb","2002"
"françoise fabret , dennis shasha , hans-arno jacobsen , françois llirbat , joão pereira","system based","high subscribe webfilter throughput xml publish","webfilter : a high-throughput xml-based publish and subscribe system","dblp_a_212","vldb","2001"
"denis gouin , henry kucera , christian larouche , gilles clement , paul morin","databases","among toward geospatial interoperability ogdi","ogdi : toward interoperability among geospatial databases","dblp_a_213","sigmod record","1997"
"michael j. franklin","","editor notes","editor 's notes","dblp_a_214","sigmod record","2000"
"ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal","databases","similarity reduction searching dimensionality dynamic","dimensionality reduction for similarity searching in dynamic databases","dblp_a_215","sigmod conference","1998"
"asaf adi , david botzer , tali yatzkar-haham , opher etzion","","technology personalization correlation push event","push technology personalization through event correlation","dblp_a_216","vldb","2000"
"amy pogue","","industrial exhibit oracle","oracle industrial exhibit","dblp_a_217","vldb","1998"
"khaled alsabti , vineet singh , sanjay ranka","data","quantiles disk resident pass estimating algorithm one accurately","a one-pass algorithm for accurately estimating quantiles for disk-resident data","dblp_a_218","vldb","1997"
"ling liu","","editor notes","editor 's notes","dblp_a_219","sigmod record","2001"
"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández , lucian popa","data","web translating","translating web data","dblp_a_220","vldb","2002"
"philip a. bernstein","system","repository engineering","repository system engineering","dblp_a_221","sigmod conference","1996"
"z. meral özsoyoglu , stefano ceri , victor vianu , masaru kitsuregawa , leonid a. kalinichenko , hongjun lu , richard t. snodgrass","","sigmod sister societies","sigmod sister societies","dblp_a_222","sigmod record","2000"
"michael gertz , can türker","management systems database","sql support object relational integrity semantic commercial","semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems","dblp_a_223","vldb j.","2001"
