"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay","","memory quantiles medians approximate pass limited one","approximate medians and other quantiles in one pass and with limited memory","acm_186","international conference on management of data","1998"
"surajit chaudhuri , rajeev motwani , vivek narasayya","","much random construction enough sampling histogram","random sampling for histogram construction : how much is enough ?","acm_187","international conference on management of data","1998"
"s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian","","similarity multi algebra","a multi-similarity algebra","acm_188","international conference on management of data","1998"
"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu","system management","experiences boat site web strudel catching","catching the boat with strudel : experiences with a web-site management system","acm_189","international conference on management of data","1998"
"michael jaedicke , bernhard mitschang","","dbms aggregate scalar parallel object processing relational functions","on parallel processing of aggregate and scalar functions in object-relational dbms","acm_190","international conference on management of data","1998"
"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken","database","secure extensibility portable","secure and portable database extensibility","acm_191","international conference on management of data","1998"
"surajit chaudhuri , rajeev motwani , vivek narasayya","","sampling random joins","on random sampling over joins","acm_192","international conference on management of data","1999"
"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay","","order statistics efficient random space large datasets online techniques computation sampling","random sampling techniques for space efficient online computation of order statistics of large datasets","acm_193","international conference on management of data","1999"
"peter j. haas , joseph m. hellerstein","","joins online ripple aggregation","ripple joins for online aggregation","acm_194","international conference on management of data","1999"
"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy","","join approximate query answering synopses","join synopses for approximate query answering","acm_195","international conference on management of data","1999"
"daniela florescu , alon levy , ioana manolescu , dan suciu","","query limited presence optimization patterns access","query optimization in the presence of limited access patterns","acm_196","international conference on management of data","1999"
"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld","system data","integration adaptive query execution","an adaptive query execution system for data integration","acm_197","international conference on management of data","1999"
"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina","information","query vocabulary heterogeneous across sources mind mapping","mind your vocabulary : query mapping across heterogeneous information sources","acm_198","international conference on management of data","1999"
